"100",0.0000707967183934089,0.00000793122643771057,0.000691201269360836,0,0
"200",0.00000124675111839297,0.000000000636032900596418,0.00000415017859360398,0,0
"300",0.000000021955655381886,0.0000000000000510057118931365,0.0000000245758969401135,0,0
"400",0.000000000386645575156565,0.00000000000000000409032715648216,0.000000000145502688312959,0,0
"500",0.00000000000680894276157604,0.00000000000000000000032801769892181,0.000000000000861452947655129,0,0
"600",0.000000000000119907492828918,0.0000000000000000000000000263048911956705,0.00000000000000510025735092971,0,0
"700",0.00000000000000211160635945618,0.00000000000000000000000000000210948160142115,0.0000000000000000301962226775947,0,0
"800",0.0000000000000000371860115835933,0.000000000000000000000000000000000169166737609116,0.000000000000000000178777618706427,0,0
"900",0.000000000000000000654856645654003,0.0000000000000000000000000000000000000135660747617008,0.00000000000000000000105845811549313,0,0
"1000",0.0000000000000000000115322189203646,0.00000000000000000000000000000000000000000108791117592693,0.00000000000000000000000626663220127673,0,0
"1100",0.000000000000000000000203085780849634,0.0000000000000000000000000000000000000000000000872434176795234,0.0000000000000000000000000371017790607448,0,0
"1200",0.00000000000000000000000357640057547587,0.00000000000000000000000000000000000000000000000000699635604158463,0.000000000000000000000000000219662167055516,0,0
"1300",0.0000000000000000000000000629814703065518,0.000000000000000000000000000000000000000000000000000000561062360491482,0.00000000000000000000000000000130051627865407,0,0
"1400",0.00000000000000000000000000110912229160663,0.0000000000000000000000000000000000000000000000000000000000449935610036472,0.00000000000000000000000000000000769974462929145,0,0
"1500",0.0000000000000000000000000000195319710980258,0.00000000000000000000000000000000000000000000000000000000000000360819166342858,0.0000000000000000000000000000000000455865630668298,0,0
